,,PEMERINTAH KOTA SURAKARTA,,,,,
,,DINAS PERHUBUNGAN KOTA SURAKARTA,,,,,
,,LAPORAN DATA STATISTIK KENDARAAN,,,,,
,,,,,,,
,,,,,,,
Tipe Sensor,,: Advance Sensor,,,,,
Periode,,: JUNI 2024,,,,,
,,,,,,,
I.Kendaraan Masuk,,,,,,,
NO,TANGGAL,,MOTOR,MOBIL,BIS / TRUK,JUMLAH KENDARAAN,KETERANGAN
21,21 Juni 2024,,342.612,112.907,36.435,491.954,
22,22 Juni 2024,,360.720,136.008,43.430,540.158,
23,23 Juni 2024,,327.886,132.495,33.375,493.756,
24,24 Juni 2024,,375.738,122.124,38.385,536.247,
25,25 Juni 2024,,340.808,116.601,39.874,497.283,
26,26 Juni 2024,,349.176,122.233,42.952,514.361,
27,27 Juni 2024,,350.904,128.578,44.824,524.306,
28,28 Juni 2024,,389.052,135.993,44.128,569.173,
29,29 Juni 2024,,377.941,23,43.982,421.946,
30,30 Juni 2024,,322.450,140.454,40.165,503.069,
TOTAL,,,10.934.666,3.640.154,1.198.958,15.773.778,
